iter	RMSE
520	0.2294431956
521	0.2293743909
522	0.2292702753
523	0.2291937127
524	0.2291336888
525	0.2290708014
526	0.2290363898
527	0.2289842523
528	0.2288969665
529	0.2287873401
530	0.2287402361
531	0.228683675
532	0.2286413154
533	0.2286048114
534	0.2285275473
535	0.2284567679
536	0.2284252675
537	0.2283922573
538	0.2283294671
539	0.2282590844
540	0.2282387198
541	0.2281632496
542	0.2281148852
543	0.2280824401
544	0.2280489265
545	0.227994231
546	0.2279578878
547	0.2278619585
548	0.2277603224
549	0.2277433308
550	0.2277220134
551	0.2276474352
552	0.227588221
553	0.2274905639
554	0.2274384506
555	0.2273863543
556	0.2273056492
557	0.227240623
558	0.2272373026
559	0.2271954493
560	0.2271577334
561	0.2271163724
562	0.2270483745
563	0.2270089256
564	0.226948552
565	0.2269000512
566	0.2268301943
567	0.2267741399
568	0.2267089732
569	0.2266760282
570	0.2265889352
571	0.2265648795
572	0.226480918
573	0.2264399891
574	0.2264197227
575	0.2263406001
576	0.2262835199
577	0.2261898811
578	0.2261318105
579	0.2261019283
580	0.2260435377
581	0.2259746299
582	0.2259581818
583	0.2259552355
584	0.225887373
585	0.2258566057
586	0.2258029847
587	0.2257403116
588	0.2256768896
589	0.2255634383
590	0.22553028
591	0.2254233339
592	0.2253538667
593	0.2253367304
594	0.2252575658
595	0.2252060725
596	0.2251156671
597	0.2251103794
598	0.225083324
599	0.2250252255
600	0.2249405315
601	0.2249268276
602	0.224853981
603	0.2248182716
604	0.2247557067
605	0.2247168177
606	0.2246882298
607	0.2246851986
608	0.2246479836
609	0.2245980422
610	0.2245232544
611	0.2244591997
612	0.2244038848
613	0.2243489206
614	0.2242995298
615	0.2242405167
616	0.2242104412
617	0.2241828861
618	0.2241295056
619	0.2240880507
620	0.224061043
621	0.2240044629
622	0.2239537268
623	0.2238943331
624	0.22387445
625	0.2238124494
626	0.2237693936
627	0.2237291345
628	0.2236614697
629	0.2235993999
630	0.2235671894
631	0.2234958784
632	0.2234598951
633	0.2234545116
634	0.2234531264
635	0.2234030082
636	0.2233041995
637	0.223276907
638	0.2231911401
639	0.2230870432
640	0.2230191871
641	0.222991994
642	0.2229885855
643	0.2229523663
644	0.2229016368
645	0.2228569308
646	0.2227885444
647	0.2227599274
648	0.222710404
649	0.2226507457
650	0.2226229922
651	0.2225830806
652	0.222505328
653	0.2225025591
654	0.222465635
655	0.222430609
656	0.2224245887
657	0.2223911624
658	0.2223388434
659	0.2223044877
660	0.2222650379
661	0.2221968959
662	0.2221637274
663	0.2221379879
664	0.2220843438
665	0.2220422654
666	0.221954446
667	0.221855445
668	0.2217971558
669	0.2217181184
670	0.2216828164
671	0.2216094921
672	0.2216072258
673	0.2215605645
674	0.2215075557
675	0.2214951764
676	0.2214916707
677	0.2214392958
678	0.2214013074
679	0.2213365991
680	0.2212633313
681	0.2212619097
682	0.2211901742
683	0.2211319528
684	0.221060532
685	0.2210200775
686	0.2209633351
687	0.220947803
688	0.2209306825
689	0.2209089483
690	0.22085525
691	0.2207924602
692	0.2207775699
693	0.2207079208
694	0.2206409574
695	0.2205817679
696	0.2205367552
697	0.2204794256
698	0.220419894
699	0.220383959
700	0.2203034231
701	0.2202945344
702	0.2201913769
703	0.2201884256
704	0.2201551905
705	0.2201062134
706	0.220059662
707	0.2199588293
708	0.2198775999
709	0.2198088837
710	0.2197658346
711	0.2197323743
712	0.2196797385
713	0.2196372813
714	0.2195767926
715	0.2195176601
716	0.2194787754
717	0.2194401482
718	0.219369569
719	0.2193069735
720	0.2192733318
721	0.2192418255
722	0.2192172356
723	0.2192128099
724	0.2191805873
725	0.2191115245
726	0.2190550835
727	0.2190521977
728	0.2189634725
729	0.2189346244
730	0.2188861794
731	0.2188749627
732	0.2188728446
733	0.218844374
734	0.2188037551
735	0.2187511401
736	0.2187278947
737	0.2186593019
738	0.218626721
739	0.2185756
740	0.2185323109
741	0.2185228272
742	0.2184768709
743	0.218411464
744	0.2183632086
745	0.2182657172
746	0.2182223112
747	0.2182011724
748	0.2181433376
749	0.2181235161
750	0.218065637
751	0.2180294918
752	0.2179545388
753	0.2179125451
754	0.217847877
755	0.2177491374
756	0.217710393
757	0.2176935587
758	0.2176408218
759	0.2176115319
760	0.217561735
761	0.2175239428
762	0.217504191
763	0.2174739404
764	0.2174097119
765	0.2173933317
766	0.217334493
767	0.2173297258
768	0.2172628461
769	0.2172229518
770	0.2171839476
771	0.2171401709
772	0.217124843
773	0.2170695261
774	0.2170189136
775	0.216992806
776	0.2169248561
777	0.2168913445
778	0.2168582638
779	0.2168563621
780	0.2167924428
781	0.2167528075
782	0.2166915521
783	0.2166519336
784	0.2166217471
785	0.2165725505
786	0.2165599335
787	0.2165524568
788	0.2164904951
789	0.216441583
790	0.2163857254
791	0.2163801705
792	0.216359938
793	0.2163407364
794	0.2163037434
795	0.2162626805
796	0.216220887
797	0.2161725033
798	0.2161411099
799	0.2160832825
800	0.2160407856
801	0.2159958013
802	0.2159057064
803	0.2158604742
804	0.2158249292
805	0.2157662733
806	0.2156600193
807	0.2156256472
808	0.2155886447
809	0.2155475557
810	0.2154543191
811	0.2154079014
812	0.2153942107
813	0.2153452318
814	0.2153006348
815	0.215284973
816	0.2152199932
817	0.2151805397
818	0.2151309175
819	0.215096261
820	0.215067275
821	0.2150473753
822	0.2150144557
823	0.2149518183
824	0.214913359
825	0.2148964056
826	0.214864881
827	0.2148006335
828	0.2147728157
829	0.2146691089
830	0.2146287003
831	0.2146143588
832	0.2145965134
833	0.2145926954
834	0.2145550024
835	0.2144920179
836	0.2144669129
837	0.2144311373
838	0.214382763
839	0.2143769108
840	0.2143506302
841	0.2143059372
842	0.2142327509
843	0.2142043177
844	0.214189447
845	0.214187644
846	0.2141767941
847	0.2141572948
848	0.2141465851
849	0.2141398147
850	0.214099299
851	0.2140583982
852	0.2140333208
853	0.214022758
854	0.2139853007
855	0.2139149946
856	0.2138599412
857	0.2138201689
858	0.213751346
859	0.213686906
860	0.2136533009
861	0.2136405622
862	0.2136381017
863	0.213600738
864	0.2135684327
865	0.2135315282
866	0.21348767
867	0.2134856476
868	0.2134815219
869	0.2134449371
870	0.2134175697
871	0.2133762518
872	0.2133413257
873	0.2132969503
874	0.2132804493
875	0.2132722898
876	0.2132231083
877	0.2131849415
878	0.2131538592
879	0.2130956829
880	0.2130794437
881	0.2130150362
882	0.2129773751
883	0.2129499413
884	0.2128667749
885	0.2128604329
886	0.2128337472
887	0.2128088003
888	0.2127607108
889	0.2127156286
890	0.2126839462
891	0.21266361
892	0.2126275726
893	0.2125794718
894	0.2125489592
895	0.2124956274
896	0.2124471863
897	0.2124083596
898	0.2123627273
899	0.2123337672
900	0.2123152873
901	0.2122589593
902	0.212219317
903	0.2121742915
904	0.212157032
905	0.2121137618
906	0.2120682372
907	0.2120266153
908	0.2119746515
909	0.2119509526
910	0.2119024764
911	0.2118379411
912	0.2118316725
913	0.2117573208
914	0.2117173085
915	0.2116563102
916	0.2116439886
917	0.2115889441
918	0.2115653687
919	0.2115328107
920	0.2114843087
921	0.2114773736
922	0.2114415041
923	0.2113548057
924	0.2113146099
925	0.211309448
926	0.2112975953
927	0.2112635287
928	0.2112456367
929	0.2112146684
930	0.211179916
931	0.2111713131
932	0.2111418415
933	0.2111053361
934	0.2110806993
935	0.2110370241
936	0.2109215744
937	0.2109127804
938	0.2108907638
939	0.2108113675
940	0.2107702368
941	0.2107381806
942	0.2107237993
943	0.2107040519
944	0.2106591238
945	0.2106574521
946	0.2106189466
947	0.2105653662
948	0.2105310123
949	0.2105003507
950	0.2104801348
951	0.210457199
952	0.210426598
953	0.2103826423
954	0.2103121734
955	0.2102531444
956	0.2101874294
957	0.2101833109
958	0.2101425383
959	0.210125311
960	0.2100847639
961	0.2100378648
962	0.2100247945
963	0.2099847892
964	0.2099509948
965	0.2099204295
966	0.209877649
967	0.2098118457
968	0.2097854623
969	0.2097573374
970	0.2096551183
971	0.2096168196
972	0.2095742926
973	0.2095436101
974	0.2094924132
975	0.2094537274
976	0.2094110817
977	0.2094014243
978	0.2093733553
979	0.2093543961
980	0.209342745
981	0.2092786433
982	0.209258682
983	0.209230005
984	0.209192888
985	0.2091732982
986	0.2090787059
987	0.2090247183
988	0.2090020564
989	0.2089582913
990	0.2089047577
991	0.2088723846
992	0.2088605765
993	0.2088101791
994	0.2087814512
995	0.2087403173
996	0.208713038
997	0.2086907151
998	0.208675673
999	0.2086408856
