Locality,Supply,Median_Price,Mean_Price,Price_Per_SqFt,Median_Area,Avg_BHK,Dominant_Type
"The Royal Revanta, Naroda, Ahmedabad",1,210.0,210.0,3818.88,5499.0,5.0,Apartment
"Tirth 2, Narolgam, Ahmedabad",1,60.0,60.0,4166.67,1440.0,3.0,Apartment
"Tithi Satyamev Vista, Sarkhej Gandhinagar Highway, Ahmedabad",1,125.0,125.0,10212.42,1224.0,3.0,Apartment
"Tragad Road, Ahmedabad",1,60.0,60.0,6944.44,864.0,3.0,Apartment
"Tragad, Ahmedabad",5,82.0,85.4,7358.64,1291.0,3.0,Apartment
"Tremont Adleap, Chharodi, Ahmedabad",1,140.0,140.0,9922.04,1411.0,3.0,Apartment
"Tremont Adleap, Sarkhej Gandhinagar Highway, Ahmedabad",1,162.0,162.0,11481.22,1411.0,3.0,Apartment
"Tremont Terra, Khodiyar, Ahmedabad",1,280.0,280.0,12416.85,2255.0,4.0,Apartment
"Trogon Centre Court, Vaishnodevi Circle, Ahmedabad",1,255.0,255.0,10888.13,2342.0,4.0,Apartment
"Tryksha East Ebony, Chandkheda, Ahmedabad",1,150.0,150.0,9090.91,1650.0,3.0,Apartment
"Tulsi Shyam Saanvi, Chandkheda, Ahmedabad",6,85.0,85.91666666666667,4708.99,1890.0,3.0,Apartment
"Tulsidham Sitaram City, Ranip, Ahmedabad",1,26.0,26.0,2626.26,990.0,2.0,Apartment
"Turquoise Dreamz, Sindhu Bhavan Marg, Ahmedabad",2,111.0,111.0,11484.93,966.5,3.0,Apartment
"Turquoise Grandeur, Godhavi, Ahmedabad",4,161.0,156.5,5773.13,2628.0,4.0,Apartment
"Turquoise Re45 , Shantipura Circle, Ahmedabad",2,110.0,110.0,4583.335,2400.0,3.0,Apartment
"Turquoise Rosedale, Shela, Ahmedabad",1,75.7,75.7,8843.46,856.0,3.0,Apartment
"U K Developers Suvarna Villa, Sardar Patel Ring Road, Ahmedabad",1,23.0,23.0,3538.46,650.0,1.0,Villa/Bungalow
"Umang Aslali, Aslali, Ahmedabad",2,12.9,12.9,1851.855,697.5,1.0,Apartment
"Umang Vatva, Vatva, Ahmedabad",2,10.15,10.15,2351.34,423.0,1.0,Apartment
"Umiya Residency, Nikol, Ahmedabad",1,28.0,28.0,3111.11,900.0,2.0,Apartment
"Umiya Shayona Arise, Naroda, Ahmedabad",1,46.5,46.5,6300.81,738.0,2.0,Apartment
"Unique Aashiyana, Gota, Ahmedabad",2,122.5,122.5,6140.105,2007.0,3.5,Apartment
"Unique Essenza, Ghatlodiya, Ahmedabad",1,80.0,80.0,8888.89,900.0,2.0,Apartment
"Unique Luxuria, Gota, Ahmedabad",1,185.0,185.0,7341.27,2520.0,3.0,Apartment
"United Serene Elegancy, Ambli, Ahmedabad",2,105.0,105.0,8451.715,1356.5,3.0,Apartment
"United Serene Sparkles, South Bopal, Bopal, Ahmedabad",1,110.0,110.0,11387.16,966.0,3.0,Apartment
"Unity Al Yasrab Residency, Sarkhej Okaf, Ahmedabad",2,49.0,49.0,6125.0,800.0,2.0,Apartment
"Unity Domain Heights, Shyamal Cross Road, Ahmedabad",1,110.0,110.0,7988.38,1377.0,2.0,Apartment
"Usmanpura, Ahmedabad",6,82.5,113.0,8505.46,1068.5,2.6666666666666665,Apartment
"Utsav Aalayam, Naranpura, Ahmedabad",1,87.0,87.0,12608.7,690.0,2.0,Apartment
"Uttamnagar Maninagar, Ahmedabad",1,20.0,20.0,5698.01,351.0,1.0,Apartment
"VP Kiva 261, Vejalpur, Jivraj park, Ahmedabad",1,181.0,181.0,11814.62,1532.0,3.0,Apartment
"Vaibhav Apartment, Vastrapur, Ahmedabad",1,66.0,66.0,6111.11,1080.0,2.0,Apartment
"Vaibhavi Vishwas Platinum 2, Ognaj, Ahmedabad",1,60.0,60.0,4938.27,1215.0,2.0,Apartment
"Vaishnodevi Circle, Ahmedabad",13,76.0,98.92307692307692,7924.92,1008.0,2.769230769230769,Apartment
"Vakilwadi Society , Kankaria, Ahmedabad",1,80.0,80.0,6584.36,1215.0,3.0,Apartment
"Vandan Apartment, Nirnay Nagar, Ahmedabad",1,50.0,50.0,8077.54,619.0,2.0,Apartment
"VandeMatram Prime, Gota, Ahmedabad",2,58.5,58.5,4710.145,1242.0,2.0,Apartment
"Vandemataram Crosswind, Gota, Ahmedabad",2,77.5,77.5,7208.58,1111.0,2.5,Apartment
"Vandemataram Empire, Vinzol, Ahmedabad",3,30.0,33.9,3174.6,1026.0,2.3333333333333335,Apartment
"Vandemataram Greens, Ghatlodiya, Ahmedabad",1,53.8,53.8,5847.83,920.0,2.0,Apartment
"Vandemataram Homes, New Ranip, Ahmedabad",1,75.0,75.0,6787.33,1105.0,3.0,Apartment
"Vandematram Arcade, Ahmedabad",2,90.5,90.5,6115.175,1485.0,3.0,Apartment
"Vandematram City, Vandematram Arcade, Ahmedabad",1,60.0,60.0,7407.41,810.0,2.0,Apartment
"Vansh Festival O2, Gota, Ahmedabad",1,105.0,105.0,10903.43,963.0,3.0,Apartment
"Vardan Shikhar 49, Koteshwar, Ahmedabad",1,95.0,95.0,8119.66,1170.0,3.0,Apartment
"Vasant Vihar 2, Naroda, Ahmedabad",1,45.0,45.0,3571.43,1260.0,2.0,Apartment
"Vashikaa Prime, Chandkheda, Ahmedabad",1,125.0,125.0,8333.33,1500.0,3.0,Villa/Bungalow
"Vasna Road, Ahmedabad",3,60.0,59.0,8075.37,743.0,2.0,Apartment
"Vasna, Ahmedabad",10,53.5,55.4,7405.889999999999,834.0,1.9,Apartment
"Vastral, Ahmedabad",19,45.0,48.578947368421055,4921.7,810.0,2.0526315789473686,Apartment
"Vastrapur, Ahmedabad",8,159.5,153.0,9466.665,1515.0,2.75,Apartment
"Vasupujya Kautilya 99, Vaishnodevi Circle, Ahmedabad",5,55.0,51.9,5150.98,1134.0,2.0,Apartment
"Vatsal Residency, Ghuma, Ahmedabad",1,36.5,36.5,4397.59,830.0,1.0,Apartment
"Vatva, Ahmedabad",7,29.0,28.3,3854.88,815.0,2.0,Apartment
"Vedant Shreeji Enclave, Sola, Ahmedabad",2,90.0,90.0,8057.18,1197.0,2.5,Apartment
"Vedant Shreeji, Science City, Ahmedabad",1,95.0,95.0,11473.43,828.0,2.0,Villa/Bungalow
"Vedant The Fortune, Hanspura, Naroda, Ahmedabad",1,180.0,180.0,4444.44,4050.0,4.0,Apartment
"Vedika Residency, Narolgam, Ahmedabad",1,12.0,12.0,1877.93,639.0,1.0,Apartment
"Veer Savarker Heights 2 Vasantnagar, Gota, Ahmedabad",2,42.5,42.5,6076.030000000001,699.5,3.0,Apartment
"Vejalpur, Jivraj park, Ahmedabad",11,38.0,38.1,6302.52,640.0,1.4545454545454546,Apartment
"Veltis Respair, Tragad, Ahmedabad",1,71.0,71.0,8402.37,845.0,3.0,Apartment
"Venus Parkheights, Vejalpur, Jivraj park, Ahmedabad",4,62.5,65.0,7764.305,830.5,2.0,Apartment
"Venus Parkland, Vejalpur, Jivraj park, Ahmedabad",3,63.0,62.666666666666664,4649.45,1355.0,2.0,Plot
"Venus Pashmina, Bodakdev, Ahmedabad",1,500.0,500.0,9496.68,5265.0,4.0,Apartment
"Viaan Residency, Vatva, Ahmedabad",1,48.0,48.0,3529.41,1360.0,2.0,Apartment
"Vibgyor Sculpture, Ognaj, Ahmedabad",1,162.0,162.0,4444.44,3645.0,4.0,Apartment
"Vibgyor Sculpture, Sentossa Greenland, Ahmedabad",1,163.0,163.0,10187.5,1600.0,3.0,Plot
"Vibrant Homes, Naroda, Ahmedabad",1,34.9,34.9,3342.91,1044.0,2.0,Apartment
"Viceroy Ville, Science City Road, Ahmedabad",1,325.0,325.0,10833.33,3000.0,4.0,Apartment
"Vijaya Apartment, Ghatlodiya, Ahmedabad",1,45.0,45.0,7692.31,585.0,2.0,Apartment
"Vijaynagar Naranpura, Ahmedabad",1,150.0,150.0,4545.45,3300.0,5.0,Apartment
"Vinayak Residency, New Ranip, Ahmedabad",1,15.0,15.0,3333.33,450.0,1.0,Apartment
"Vinayak Vikas 84, Nana Chiloda, Ahmedabad",1,59.0,59.0,2622.22,2250.0,3.0,Apartment
"Vinzol, Ahmedabad",2,34.0,34.0,4632.44,737.0,2.0,Apartment
"Vir Savrkar Heights 2, Gota, Ahmedabad",1,35.0,35.0,7777.78,450.0,2.0,Apartment
"Virani Gokul Flora, Ambawadi, Ahmedabad",1,166.0,166.0,6960.17,2385.0,3.0,Plot
"Virat Nagar Nikol, Ahmedabad",1,55.0,55.0,5765.2,954.0,3.0,Apartment
"Vishal Tower, Prahlad Nagar, Ahmedabad",1,75.0,75.0,6038.65,1242.0,2.0,Apartment
"Vishnudhara Garden, Gota, Ahmedabad",1,100.0,100.0,5367.69,1863.0,3.0,Apartment
"Vishwanath Maher Homes 2 , Shela, Ahmedabad",1,80.0,80.0,5574.91,1435.0,3.0,Apartment
"Vishwanath Maher Homes 3, Shela, Ahmedabad",3,45.9,58.76666666666667,3198.61,1435.0,3.0,Apartment
"Vishwanath Maher Homes 5, Shela, Ahmedabad",1,65.0,65.0,9285.71,700.0,2.0,Apartment
"Vishwanath Samam, Shela, Ahmedabad",1,90.0,90.0,9000.0,1000.0,3.0,Plot
"Vishwanath Sarathya West, Shela, Ahmedabad",3,84.0,96.96666666666665,4117.65,1760.0,3.0,Apartment
"Vishwanath Sarathya, Shela, Ahmedabad",1,96.2,96.2,7808.44,1232.0,3.0,Apartment
"Vishwanath Sopan, Sardar Patel Ring Road, Ahmedabad",1,85.0,85.0,5923.34,1435.0,3.0,Apartment
"Vision Kalash Enclave, Narolgam, Ahmedabad",1,32.0,32.0,2735.04,1170.0,2.0,Apartment
"Vivaan Ixora, Zundal, Ahmedabad",1,70.0,70.0,6666.67,1050.0,3.0,Apartment
"Vivaan Orbit, Zundal, Ahmedabad",1,70.0,70.0,3651.54,1917.0,3.0,Apartment
"Vivan 79, Zundal, Ahmedabad",1,75.0,75.0,4065.04,1845.0,3.0,Apartment
"Vraj Dham IV, Ghatlodiya, Ahmedabad",1,49.0,49.0,6405.23,765.0,2.0,Apartment
"Vraj Galaxy Apartment, Naroda, Ahmedabad",1,28.5,28.5,2280.0,1250.0,2.0,Apartment
"Vraj Heights, Satellite, Ahmedabad",1,93.0,93.0,10941.18,850.0,2.0,Villa/Bungalow
"Vraj Kailash, Ellisbridge, Ahmedabad",1,160.0,160.0,6890.61,2322.0,3.0,Apartment
"Vraj Vihar II, Satellite, Ahmedabad",1,115.0,115.0,8297.26,1386.0,3.0,Apartment
"Vraj Vihar III, Satellite, Ahmedabad",1,135.0,135.0,7894.74,1710.0,3.0,Apartment
"Vrindavan Godrej Garden City, Gota, Ahmedabad",1,34.5,34.5,5897.44,585.0,1.0,Apartment
"Vrindavan Godrej Garden City, Jagatpur Village, Gota, Ahmedabad",1,38.0,38.0,6375.84,596.0,1.0,Villa/Bungalow
"Vrindavan Godrej Garden City, Sarkhej Gandhinagar Highway, Ahmedabad",1,35.0,35.0,7777.78,450.0,1.0,Apartment
"Vrundavan Shyam Elegance, Prahlad Nagar, Ahmedabad",2,83.75,83.75,8048.215,1184.5,2.5,Apartment
"Vrundavan Vatika, Vastral, Ahmedabad",1,40.0,40.0,3703.7,1080.0,2.0,Apartment
"Vyapti Himali Tower, Satellite, Ahmedabad",1,66.0,66.0,5156.25,1280.0,2.0,Apartment
"West Wing SkyVille, Shela, Ahmedabad",2,280.5,280.5,6208.5,4518.0,3.0,Apartment
"Westend Park, Thaltej, Ahmedabad",1,90.0,90.0,7200.0,1250.0,3.0,Apartment
"Western Glory, Gota, Ahmedabad",1,100.0,100.0,10416.67,960.0,3.0,Apartment
"Western Height, Gota Gam, Ahmedabad",1,75.0,75.0,9469.7,792.0,3.0,Apartment
"Western Height, Jagatpur Village, Gota, Ahmedabad",1,75.0,75.0,5208.33,1440.0,3.0,Villa/Bungalow
"Westport Money Plant Residency, Nava Vadaj, Ahmedabad",1,75.0,75.0,9375.0,800.0,2.0,Plot
"Yash Arian, Memnagar, Ahmedabad",2,95.5,95.5,7098.655000000001,1348.5,2.5,Apartment
"Yash Pinnacle, Paldi, Ahmedabad",2,80.0,80.0,9542.035,872.5,2.0,Apartment
"Yash Platina, Nikol, Ahmedabad",1,70.0,70.0,4320.99,1620.0,3.0,Apartment
"Yash Shree SR Icon, Hathijan, Ahmedabad",1,65.0,65.0,4231.77,1536.0,3.0,Apartment
"Yashasvi Elegance, Navrangpura, Ahmedabad",1,160.0,160.0,12030.08,1330.0,3.0,Apartment
"Yogeshwar Akshar Elite, Ghuma, Ahmedabad",1,52.0,52.0,4444.44,1170.0,2.0,Apartment
"ZION WINDFIELD, Thaltej, Ahmedabad",1,241.0,241.0,9276.37,2598.0,3.0,Apartment
"Zaveri Greens, Ghuma, Ahmedabad",3,58.0,53.06666666666666,8442.5,695.0,2.0,Apartment
"Zaveri Greens, Jain Nagar Ghuma, Ahmedabad",1,58.5,58.5,4680.0,1250.0,2.0,Apartment
"Zaveri Greens, South Bopal, Bopal, Ahmedabad",1,76.0,76.0,8085.11,940.0,3.0,Apartment
"Zaveri Palash Homes, Shantipura Circle, Ahmedabad",2,32.5,32.5,8686.415,375.5,1.0,Apartment
"Zion Heights, Vastral, Ahmedabad",1,54.0,54.0,3045.69,1773.0,3.0,Apartment
"Zodiac Aarish, Jodhpur Village, Jodhpur, Ahmedabad",1,250.0,250.0,9972.08,2507.0,3.0,Villa/Bungalow
"Zundal, Ahmedabad",10,64.25,71.65,4782.155,1359.0,2.6,Apartment
"kamnath sepal residency, Memnagar, Ahmedabad",1,351.0,351.0,11392.41,3081.0,4.0,Apartment
"rajhans, Ambawadi, Ahmedabad",1,65.0,65.0,6565.66,990.0,2.0,Apartment
"shukan sky, Shastrinagar, Nirnay Nagar, Ahmedabad",1,72.0,72.0,6354.81,1133.0,3.0,Apartment
"surel Apartment, Bodakdev, Ahmedabad",1,70.0,70.0,7407.41,945.0,2.0,Apartment
"swarnim sky, Vejalpur, Jivraj park, Ahmedabad",1,140.0,140.0,7070.71,1980.0,4.0,Apartment
